ep_num,episode_japan_title,episode_english_title,air_date,arc,rating,votes,type,ep_duration,directors,writers,synopsis
1029,A Faint Memory! Luffy and Red-Haired's Daughter Uta!,A Faint Memory! Luffy and Red-Haired's Daughter Uta!,"Aug 14, 2022",Uta's Past,7,1200,Filler,NA,Shigeyasu Yamauchi,Akiko Inoue,"A young Luffy meets Uta, daughter of Shanks and aspiring musician. The pair soon realize that they have more in common than they think."
1030,The Oath of the New Era! Luffy and Uta!,A Pledge for the New Genesis! Luffy and Uta!,"Aug 21, 2022",Uta's Past,7.5,1100,Filler,NA,NA,NA,"As the Red Hair Pirates leave, Luffy promises Uta he will become stronger when she comes back. When Shanks returns without Uta some time later, Luffy feels betrayed."
1031,Nami's Scream - The Desperate Death Race!,Nami Screams! A Deadly Death Race!,"Sep 4, 2022",Wano Country Arc Part 3,7.7,1200,Manga Canon,NA,Satoshi Itô,Ryo Yamazaki,Nami and Usopp's fight with Ulti and Page One is interrupted by the arrival of Big Mom. Luffy continues his ferocious attacks on Kaido.
1032,The Dawn of the Land of Wano - The All-Out Battle Heats Up!,The Dawn of the Land of Wano - The All-Out Battle Heats Up!,"Sep 11, 2022",Wano Country Arc Part 3,7.6,1200,Manga Canon,NA,Tasuku Shimaya,Atsuhiro Tomioka,"Oden's samurai aim to stop Kanjuro while Yamato gives Oden's travel logs to Momonosuke. Luffy, Chopper and Sanji each continue fighting Kaido and his men. Ulti's actions cause Nami's rage to... Read all"
1033,The Conclusion! Luffy's Accelerating Fist of the Supreme King,"The Conclusion! Luffy, Accelerating Fist of the Supreme King","Sep 17, 2022",Wano Country Arc Part 3,9.5,5200,Manga Canon,24m,Ryosuke Tanaka,Akiko Inoue,"Bearing the fate of the Land of Wano on his shoulders, Luffy finishes his battle with Kaido with a decisive attack."
1034,Luffy Defeated! The Straw Hats in Jeopardy?!,Luffy Defeated! The Straw Hats in Jeopardy?!,"Sep 25, 2022",Wano Country Arc Part 3,7.7,1100,Manga Canon,NA,Akihiko Sano,Shinzô Fujita,"Luffy falls into the sea, with Kaido declaring a victory over him. Zeus is overwhelmed with emotion as he sees Big Mom has replaced him with Hera, leaving Zeus, seemingly, completely rejecte... Read all"
1035,The Animal Kingdom Pirates Trample Down! The End of the Kozuki Clan!,The Animal Kingdom Pirates Trample Down! The End of the Kozuki Clan!,"Oct 2, 2022",Wano Country Arc Part 3,7.6,1100,Manga Canon,NA,Shô Inuzuka,Jin Tanaka,"While the Straw Hats and their allies are all having a hard time, they are shocked by the news that Luffy lost to Kaido. At the same time, Kanjuro closes in on Momonosuke to destroy the Kozu... Read all"
1036,Fight Against the Dark Night - The Commander-in-Chief of Wano Country Sounds Off,Fight Against the Dark Night! The Commander-in-Chief of the Land of Wano Sounds Off!,"Oct 16, 2022",Wano Country Arc Part 3,9,2800,Manga Canon,NA,Yûsuke Suzuki,Tomohiro Nakayama,"News of Luffy's defeat spreads troughout Onigashima as the Samurai start to lose the will to fight, but the courageous Momonosuke gives them hope."
1037,Believe in Luffy! The Alliance's Counterattack Begins!,Believe in Luffy! The Alliance's Counterattack Begins!,"Oct 23, 2022",Wano Country Arc Part 3,7.2,1100,Manga Canon,NA,Masahiro Hosoda,Shôji Yonemura,"Momonosuke and Shinobu face Kaido while Kid and Law challenge Big Mom. Meanwhile, Nami, heading towards the stage on the Performance Floor along with Usopp and Tama."
1038,Nami's Lethal Attack! O-Tama's Desperate Challenge!,Nami's Lethal Attack! Otama's Desperate Challenge!,"Oct 29, 2022",Wano Country Arc Part 3,8.3,1500,Manga Canon,NA,Nanami Michibata,Ryo Yamazaki,"Nami strikes a thunder blast to clear the way to the stage on the Performance Floor. However, the elite corps of the Gifters show up to crush their inferior opponents. Upset but unbroken, Ot... Read all"
1039,A Dramatic Increase of Allies! Straw Hats Fight Back!,A Dramatic Increase of Allies! Straw Hats Fight Back!,"Nov 6, 2022",Wano Country Arc Part 3,7.7,1200,Manga Canon,NA,Ken'ichi Takeshita,Atsuhiro Tomioka,"The Gifters side with the samurai and upset the Tobi Roppo. Chopper starts to take care of Zoro while suffering from the side effect of the enhanced Rumble Ball. Meanwhile, Jimbei gets stunn... Read all"
1040,A Helmsman's Pride - An Angry Jinbe!,The Pride of a Helmsman? The Enraged Jinbei!,"Nov 12, 2022",Wano Country Arc Part 3,8.4,1500,Manga Canon,NA,Katsumi Tokoro,Akiko Inoue,"Who's-Who expresses fierce resentment toward Luffy and Jimbei fights back out of loyalty to his captain.. As Who's-Who asks Jimbei a question, he tramples on the dignity of the Fish-Men and ... Read all"
1041,Showdown Battles of the Monsters! Yamato and Franky,Showdown Battles of the Monsters! Yamato and Franky,"Nov 19, 2022",Wano Country Arc Part 3,7.2,1100,Manga Canon,NA,NA,NA,"To cut ties with Kaido, Yamato unleashes his true power. Meanwhile, Queen repeatedly attacks Sanji with his power as a cyborg, and Sasaki in his Man-Beast Form launches tricky attacks on Fra... Read all"
1042,The Predator's Trap - Black Maria's Temptation,The Predator's Trap - Black Maria's Temptation,"Nov 26, 2022",Wano Country Arc Part 3,7.1,1200,Manga Canon,NA,NA,NA,"Kaido tries to convince Yamato to become the Shogun of the Land of Wano and rule the country with the special power he obtained by accident. Meanwhile, Saul, Professor Clover, and Robin's mo... Read all"
1043,Slash the Nightmare - Brook Draws His Freezing Sword!,Slash the Nightmare - Brook Draws His Freezing Sword!,"Dec 3, 2022",Wano Country Arc Part 3,8.1,1400,Manga Canon,NA,Sho Matsui,Tomohiro Nakayama,"In the dense mist, Brook is surprised to see his old friends, the Rumbar Pirates and Laboon. They reminisce about the old days and play music together, however, they suddenly attack Brook."
1044,"Clutch! A Demon Incarnate, Robin!","Clutch! A Demon Incarnate, Robin!","Dec 10, 2022",Wano Country Arc Part 3,9.3,3700,Manga Canon,NA,Yasunori Koyama,Shôji Yonemura,"Black Maria torments Robin both physically and spiritually. As she burns in hellfire, Robin remembers the people who gave her a hard time and the people who supported her, and she as Demon C... Read all"
1045,A Spell! Kid and Zoro Facing Threats!,A Spell! Kid and Zoro Facing Threats!,"Dec 17, 2022",Wano Country Arc Part 3,9.1,2900,Manga Canon,NA,NA,NA,"Killer is shocked to find out who Hawkins' straw doll he slashed represents. Meanwhile, Sanji who is in a hard battle against Queen and King sees enemy brutes going after the injured Zoro, a... Read all"
1046,Taking a Chance! The Two Arms Go into Battle!,Taking a Chance! The Two Arms Go into Battle!,"Jan 8, 2023",Wano Country Arc Part 3,9.2,7200,Manga Canon,NA,Shô Inuzuka,Shinzô Fujita,"Zoro gets back on his feet and along with Sanji, confronts King and Queen, the Lead Performers of the Animal Kingdom Pirates. Watching Zoro fight, Hyogoro and Kawamatsu remember someone from... Read all"
1047,Rise to Dawn! The Peach Colored Dragon Rages!,Ascend to the Dawn! A Pink Dragon Gets Agitated,"Jan 14, 2023",Wano Country Arc Part 3,7.8,3200,Manga Canon,NA,NA,NA,"Dogstorm confronts his sworn enemy who destroyed his country. Meanwhile, Cat Viper faces Perospero who is responsible for Pedro's death. At Tokage Port, Momonosuke roars with his determined ... Read all"
1048,For the Future! Yamato and the Great Swordsmen's Pledge!,For the Future! Yamato and the Great Swordsmen's Pledge,"Jan 21, 2023",Wano Country Arc Part 3,9,5200,Manga Canon,NA,Ryosuke Tanaka,Tomohiro Nakayama,"The battle between Kaido and Yamato gets intense. Backed into a corner, Yamato remembers three great swordsmen who he met when he was a child. Their stunning choice for the future of the Lan... Read all"
1049,Luffy Soars! Revenge Against the King of the Beasts!,Luffy Soars! Revenge Against the King of the Beasts,"Jan 28, 2023",Wano Country Arc Part 3,9.3,6900,Manga Canon,NA,Yûsuke Suzuki,Shôji Yonemura,"Luffy amps up the reluctant Momonosuke, who is afraid of heights, in his giant pink dragon form, to fly and take him to Onigashima in the sky. Meanwhile, Yamato, in a hard battle against Kai... Read all"
1050,Two Dragons Face Off! Momonosuke's Determination!,Two Dragons Face Off! Momonosuke's Determination!,"Feb 4, 2023",Wano Country Arc Part 3,8.1,2900,Manga Canon,NA,Masahiro Hosoda,Ryo Yamazaki,"Momonosuke faces Kaido once again trembling in fear. However, with Luffy's encouragement, he bravely steps up and shows his dragon fangs remembering what he had to go through because of Kaid... Read all"
1051,A Legend All Over Again! Luffy's Fist Roars in the Sky,A Legend All Over Again! Luffy's Fist Roars in the Sky!,"Feb 12, 2023",Wano Country Arc Part 3,9.1,5300,Manga Canon,NA,Wataru Matsumi,Atsuhiro Tomioka,"Momonosuke once again gets cold feet, but this time, he has a reliable ally who can teach him how to fly. The clash between Luffy and Kaido shakes up the sky and enables Dogstorm and Cat Vip... Read all"
1052,The Situation Has Grown Tense! The End of Onigashima!,The Situation Has Grown Tense! The End of Onigashima!,"Feb 18, 2023",Wano Country Arc Part 3,8,2700,Manga Canon,NA,Tasuku Shimaya,Akiko Inoue,"Realizing Onigashima's impending threat, imperiling everyone's life, Yamato and Momonosuke launch a secret operation. Meanwhile, Sanji and Zoro are both in a deadly battle against Queen and ... Read all"
1053,Sanji's Mutation - The Two Arms in Crisis!,Sanji's Mutation? The Two Arms in Crisis!,"Feb 25, 2023",Wano Country Arc Part 3,7.9,3200,Manga Canon,NA,Katsumi Tokoro,Shinzô Fujita,"Queen's unforeseen move stuns everyone on the Performance Floor. And then, he goes on to utilize another special technique which can break every bone in Sanji's body. On the verge of a crisi... Read all"
1054,Death to Your Partner! Killer's Deadly Gamble!,Death to Your Partner! Killer's Deadly Gamble!,"Mar 18, 2023",Wano Country Arc Part 3,8.7,3000,Manga Canon,NA,"Yasunori Koyama, Yûji Tokuno",Jin Tanaka,Killer tries to figure out how to fight against Hawkins whose power enables him to transfer damage against him to Kid. Kid is dying not knowing where his damage is coming from. Killer takes ... Read all
1055,A Shadowy Figure Pulls the Strings! Onigashima in Flames,A Shadowy Figure Pulls the Strings! Onigashima in Flames,"Mar 25, 2023",Wano Country Arc Part 3,7.4,2500,Manga Canon,NA,Hazuki Omoya,Tomohiro Nakayama,"Sanji still wonders what is happening to his body as he receives attacks. Meanwhile, the dying Kin'emon hears an unexpected voice calling for the also dying Kanjuro."
1056,A Countercharge! Law and Kid's Return-Attack Combination,A Countercharge! Law and Kid's Return-Attack Combination,"Apr 1, 2023",Wano Country Arc Part 3,8.7,3000,Manga Canon,NA,Sho Matsui,Shôji Yonemura,"Law and Kid are having a tough battle against Big Mom. However, when they decide to work collaboratively and use their awakened Devil Fruit powers, they see the possibility of taking down th... Read all"
1057,For Luffy - Sanji and Zoro's Oath,For Luffy? Sanji and Zoro's Oath,"Apr 8, 2023",Wano Country Arc Part 3,8.4,3000,Manga Canon,NA,Nanami Michibata,Ryo Yamazaki,"Sanji is tormented by the idea of becoming a cruel Germa warrior like his siblings and torn between being strong or being humane as he is now. When he makes up his mind, he asks Zoro the ult... Read all"
1058,The Onslaught of Kazenbo: Orochi's Evil Clutches Close in,The Onslaught of Kazenbo - Orochi's Evil Clutches Close in,"Apr 15, 2023",Wano Country Arc Part 3,7.6,2500,Manga Canon,NA,Shô Inuzuka,Atsuhiro Tomioka,Kazenbo rampages through the castle creating panic among both the Animal Kingdom Pirates and the samurai. Orochi who is watching in excitement suddenly hears a sound that brings back memorie... Read all
1059,Zoro's Hardship - A Monster! King the Wildfire,Zoro Faces Adversity - A Monster! King the Wildfire,"Apr 23, 2023",Wano Country Arc Part 3,8.3,3200,Manga Canon,NA,Yûsuke Suzuki,Akiko Inoue,"As Queen reveals King's secret to Sanji, elsewhere as he is struggling against King, Zoro remembers an important fact from his past."
1060,Secrets of Enma! The Cursed Sword Entrusted to Zoro,The Secret of Enma! The Cursed Sword Entrusted to Zoro,"Apr 29, 2023",Wano Country Arc Part 3,9,6100,Manga Canon,NA,Tasuku Shimaya,Shinzô Fujita,"Zoro still can't gain control of Enma which keeps extracting his Haki. Backed into a corner by the formidable King, Zoro remembers the encounter with an old man in his hometown when he was a... Read all"
1061,The Strike of an Ifrit! Sanji vs. Queen,The Strike of an Ifrit! Sanji vs. Queen,"May 6, 2023",Wano Country Arc Part 3,9.5,23000,Manga Canon,NA,Ryôta Nakamura,Jin Tanaka,"Queen's formidable attacks remind Sanji of his family. Annoyed by Queen's provocations, Sanji remembers a young woman mysteriously getting hurt in front of him and realizes what happened at ... Read all"
1062,The Three-Sword Style of the Supreme King! Zoro vs. King,The Three-Sword Style of the Supreme King! Zoro vs. King,"May 21, 2023",Wano Country Arc Part 3,9.7,69000,Manga Canon,NA,Ryosuke Tanaka,Tomohiro Nakayama,"As the battle between Zoro and King reaches its climax, Zoro, after figuring out the secret of King's abilities, uses his newfound power to create the King of Hell Three Sword Style."
1063,Luffy on the Move! The Turning Point of a New Era!,Luffy is on the Move! A Turning Point to a New Era!,"May 27, 2023",Wano Country Arc Part 3,8.1,4300,Manga Canon,NA,Masahiro Hosoda,NA,"Usopp finds Kin'emon's upper body and the heavily wounded Kiku. However, they are surrounded by the Gifters and can't find a way out. Seeing the samurai giving up hope, Usopp remembers his d... Read all"
1064,Shuron Hakke! A Lawless Dragon Closing in on Luffy,Drunken Dragon Bagua! The Lawless Dragon Closing in on Luffy,"Jun 3, 2023",Wano Country Arc Part 3,8.7,4500,Manga Canon,NA,Katsumi Tokoro,NA,"Kaidou uses a form of drunk fighting known as Shuron Hakke which makes the battle harder for Luffy. Meanwhile at Mary Geoise, the Five Elders discuss a particularly troublesome Devil Fruit."
1065,"The Destruction of the Alliance?! Fire up, the Will of the New Generation!","The Destruction of the Alliance?! Fire up, the Will of the New Generation!","Jun 10, 2023",Wano Country Arc Part 3,8.3,4000,Manga Canon,NA,Hazuki Omoya,NA,"With the ongoing battles in various parts of Onigashima, everyone is reaching their limits. In the face of Big Mom, Law and Kid are exhausted and deeply wounded. Mocking them, Big Mom tries ... Read all"
1066,The Top Billing is Coming! Deadly Attack of Shockwave and Magnetism,Here Comes the Main Act! Powerful Techniques of Shockwave and Magnetism,"Jun 25, 2023",Wano Country Arc Part 3,9.4,12000,Manga Canon,NA,Henry Thurlow,Akiko Inoue,"Big Mom's strong life force discourages Law and Kid. Law tells Kid that he only has enough energy for one last strike. However, a monster Big Mom summons puts the two in even more of a bind."
1067,Towards A New Era! Conclusion! The Brats' Resolution,To the New Era! Settled! The Determination of the Brats,"Jul 1, 2023",Wano Country Arc Part 3,9.2,8900,Manga Canon,NA,Ken'ichi Takeshita,NA,Kid's all-out deadly attack and Law's tactical action leave Big Mom in the lurch. Then she remembers what Roger said in the past and wonders if the treasure he mentioned is out there after a... Read all
1068,Moon Princess Echoes! The Final Phase of the Land of Wano,Moon Princess Echoes! The Final Phase of the Land of Wano!,"Jul 8, 2023",Wano Country Arc Part 3,8.8,7800,Manga Canon,NA,Sho Matsui,Jin Tanaka,"Kaido mourns Big Mom's defeat and remembers the day he met her for the first time. Meanwhile, backed into a corner, Orochi sees the true nature of Komurasaki, the woman he loves, and tremble... Read all"
1069,There is Only One Winner - Luffy vs. Kaido,There is Only One Winner - Luffy vs. Kaido,"Jul 16, 2023",Wano Country Arc Part 3,9.2,11000,Manga Canon,NA,Shô Inuzuka,Tomohiro Nakayama,Luffy who only has very little energy left uses his last Gear Four to emancipate the people of the Land of Wano from Kaido.
1070,Luffy is Defeated?! The Determination of Those Left Behind,Luffy is Defeated?! The Determination of those Left Behind!,"Jul 30, 2023",Wano Country Arc Part 3,9.2,22000,Manga Canon,NA,Yûsuke Suzuki,Ryo Yamazaki,The battle between Luffy and Kaido comes to an unexpected end. Kaido comes down and tells everyone that Luffy has been defeated and the Land of Wano is finished. Momonosuke and Yamato argue ... Read all
1071,Luffy's Peak: Attained! Gear Fifth,Luffy's Peak - Attained! Gear Five,"Aug 6, 2023",Wano Country Arc Part 3,9.1,70000,Manga Canon,NA,"Tatsuya Nagamine, Nanami Michibata(ending sequence)",Atsuhiro Tomioka,"As Luffy's heart pounds in a funny way, the Five Elders reveal the secret behind the Gum-Gum Fruit. Meanwhile, Orochi tries to convince Komurasaki to escape with him, but when he sees Kanjur... Read all"
1072,The Ridiculous Power! GEAR 5 in Full Play,The Ridiculous Power! Gear Five in Full Play,"Aug 13, 2023",Wano Country Arc Part 3,9.3,29000,Manga Canon,NA,Tasuku Shimaya,Akiko Inoue,"Bouncing on the ground and becoming a giant, Luffy enjoys his new, bizarre power while Kaido is bewildered and can't make sense of it. Meanwhile, Kid, Law, and Luffy's other allies continue ... Read all"
